CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,Churn,AverageMonthlyCharges,CustomerLifetimeValue
1332,58,Male,Month-to-month,70.58,4305.38,No,DSL,61,Yes,Credit card (automatic),Yes,70.58,0.0
1333,36,Male,Month-to-month,32.94,197.64,No,No,6,No,Electronic check,No,32.94,197.64
1334,62,Male,Month-to-month,44.14,882.8,Yes,DSL,20,No,Bank transfer (automatic),Yes,44.14,0.0
1335,42,Male,Month-to-month,69.74,4254.14,No,Fiber optic,61,Yes,Electronic check,Yes,69.74000000000001,0.0
1336,34,Male,Month-to-month,77.7,3574.2,No,No,46,No,Bank transfer (automatic),No,77.7,3574.2
1337,30,Male,Month-to-month,37.28,484.64,No,DSL,13,No,Bank transfer (automatic),No,37.28,484.64
1338,35,Female,Month-to-month,67.62,1555.26,No,Fiber optic,23,Yes,Electronic check,Yes,67.62,0.0
1339,34,Male,Month-to-month,30.44,943.64,No,Fiber optic,31,No,Bank transfer (automatic),No,30.44,943.64
1340,42,Male,Month-to-month,53.15,212.6,No,DSL,4,Yes,Mailed check,No,53.15,212.6
1341,42,Male,One year,76.22,5030.52,No,Fiber optic,66,No,Electronic check,No,76.22000000000001,5030.52
1342,40,Male,Month-to-month,46.27,740.32,Yes,DSL,16,Yes,Mailed check,No,46.27,740.32
1343,46,Male,One year,34.74,1076.94,Yes,DSL,31,Yes,Bank transfer (automatic),Yes,34.74,0.0
1344,57,Male,One year,57.05,2738.4,No,No,48,No,Credit card (automatic),No,57.050000000000004,2738.4
1345,54,Female,One year,45.54,1958.22,No,Fiber optic,43,Yes,Credit card (automatic),No,45.54,1958.22
1346,18,Female,Month-to-month,65.95,263.8,Yes,Fiber optic,4,No,Bank transfer (automatic),Yes,65.95,0.0
1347,18,Female,Month-to-month,209.3,2595.32,,DSL,62,Yes,Mailed check,No,41.86,2595.32
1348,54,Male,Month-to-month,43.3,2078.4,Yes,Fiber optic,48,Yes,Electronic check,No,43.300000000000004,2078.4
1349,19,Male,One year,29.78,833.84,Yes,No,28,No,Credit card (automatic),Yes,29.78,0.0
1350,36,Male,Month-to-month,57.45,919.2,,Fiber optic,16,No,Mailed check,No,57.45,919.2
1351,22,Female,One year,52.03,3590.07,No,Fiber optic,69,No,Credit card (automatic),Yes,52.03,0.0
1352,18,Male,One year,38.22,1146.6,No,DSL,30,Yes,Credit card (automatic),No,38.22,1146.6
1353,48,Male,Month-to-month,57.87,3761.55,No,Fiber optic,65,No,Bank transfer (automatic),No,57.870000000000005,3761.55
1354,51,Female,Month-to-month,74.3,5126.7,No,No,69,Yes,Electronic check,No,74.3,5126.7
1355,31,Female,One year,51.18,716.52,Yes,No,14,No,Mailed check,Yes,51.18,0.0
1356,18,Male,Month-to-month,59.17,2011.78,Yes,Fiber optic,34,No,Mailed check,No,59.17,2011.78
1357,31,Male,Month-to-month,59.26,3318.56,Yes,No,56,No,Electronic check,No,59.26,3318.56
1358,45,Male,One year,38.04,1103.16,Yes,DSL,29,No,Mailed check,No,38.040000000000006,1103.16
1359,18,Male,Month-to-month,101.19,2529.75,Yes,Fiber optic,25,No,Credit card (automatic),No,101.19,2529.75
1360,42,Female,Two year,47.41,3129.06,No,DSL,66,Yes,Electronic check,No,47.41,3129.06
1361,39,Male,One year,66.48,2659.2,Yes,Fiber optic,40,Yes,Credit card (automatic),No,66.47999999999999,2659.2
1362,48,Male,One year,68.77,1031.55,Yes,DSL,15,No,Credit card (automatic),No,68.77,1031.55
1363,41,Female,Month-to-month,52.36,1675.52,No,No,32,No,Credit card (automatic),Yes,52.36,0.0
1364,25,Male,Month-to-month,65.5,1310.0,,Fiber optic,20,No,Electronic check,No,65.5,1310.0
1365,57,Male,Month-to-month,58.78,3115.34,No,DSL,53,Yes,Mailed check,No,58.78,3115.34
1366,37,Female,Month-to-month,35.68,2390.56,No,Fiber optic,67,Yes,Credit card (automatic),No,35.68,2390.56
1367,39,Female,Month-to-month,49.42,2421.58,No,Fiber optic,49,No,Electronic check,Yes,49.42,0.0
1368,26,Male,Month-to-month,45.43,3043.81,Yes,DSL,67,Yes,Electronic check,No,45.43,3043.81
1369,33,Female,Month-to-month,47.54,47.54,No,DSL,1,Yes,Bank transfer (automatic),No,47.54,47.54
1370,26,Female,Month-to-month,36.92,1439.88,No,Fiber optic,39,No,Bank transfer (automatic),No,36.92,1439.88
1371,37,Male,One year,76.55,4669.55,Yes,DSL,61,Yes,Bank transfer (automatic),Yes,76.55,0.0
1372,65,Female,Month-to-month,88.29,4855.95,Yes,Fiber optic,55,Yes,Mailed check,No,88.28999999999999,4855.95
1373,19,Male,Month-to-month,73.22,5052.18,No,Fiber optic,69,Yes,Mailed check,Yes,73.22,0.0
1374,18,Male,One year,79.93,159.86,No,Fiber optic,2,Yes,Mailed check,No,79.93,159.86
1375,62,Male,Two year,49.24,837.08,Yes,Fiber optic,17,No,Mailed check,No,49.24,837.08
1376,36,Male,Month-to-month,45.11,1308.19,No,No,29,Yes,Credit card (automatic),No,45.11,1308.19
1377,29,Female,Month-to-month,43.23,172.92,No,Fiber optic,4,Yes,Electronic check,Yes,43.23,0.0
1378,55,Male,Month-to-month,66.24,4239.36,No,Fiber optic,64,Yes,Electronic check,No,66.24,4239.36
1379,30,Male,Two year,58.45,2513.35,No,Fiber optic,43,No,Bank transfer (automatic),No,58.449999999999996,2513.35
1380,67,Male,One year,53.35,640.2,,DSL,12,No,Electronic check,No,53.35,640.2
1381,50,Male,One year,80.52,4026.0,Yes,DSL,50,No,Mailed check,No,80.52,4026.0
1382,32,Female,Month-to-month,61.65,4192.2,Yes,Fiber optic,68,No,Electronic check,No,61.65,4192.2
1383,72,Female,Month-to-month,42.45,2589.45,,Fiber optic,61,No,Credit card (automatic),No,42.449999999999996,2589.45
1384,30,Female,Month-to-month,44.51,2270.01,No,Fiber optic,51,No,Credit card (automatic),No,44.510000000000005,2270.01
1385,51,Male,One year,66.99,334.95,Yes,No,5,No,Bank transfer (automatic),No,66.99,334.95
1386,44,Female,One year,74.63,2089.64,Yes,Fiber optic,28,Yes,Mailed check,No,74.63,2089.64
1387,59,Female,Two year,64.43,644.3,Yes,No,10,Yes,Electronic check,No,64.42999999999999,644.3
1388,63,Male,Month-to-month,96.45,5015.4,No,No,52,Yes,Bank transfer (automatic),No,96.44999999999999,5015.4
1389,40,Female,Month-to-month,89.17,1515.89,Yes,DSL,17,Yes,Electronic check,No,89.17,1515.89
1390,28,Male,Month-to-month,62.32,4050.8,No,No,65,No,Bank transfer (automatic),No,62.32,4050.8
1391,46,Female,One year,42.45,891.45,No,DSL,21,Yes,Bank transfer (automatic),No,42.45,891.45
1392,29,Female,One year,36.86,1990.44,No,No,54,Yes,Credit card (automatic),No,36.86,1990.44
1393,70,Female,Month-to-month,48.61,2381.89,No,Fiber optic,49,No,Credit card (automatic),No,48.61,2381.89
1394,42,Female,Month-to-month,68.44,1505.68,No,Fiber optic,22,Yes,Credit card (automatic),Yes,68.44,0.0
1395,34,Male,Month-to-month,94.44,6516.36,Yes,Fiber optic,69,No,Bank transfer (automatic),No,94.44,6516.36
1396,42,Male,Month-to-month,61.88,3960.32,Yes,Fiber optic,64,No,Credit card (automatic),Yes,61.88,0.0
1397,19,Female,One year,77.53,2791.08,Yes,Fiber optic,36,Yes,Credit card (automatic),No,77.53,2791.08
1398,25,Male,Month-to-month,50.72,1065.12,Yes,No,21,Yes,Mailed check,No,50.71999999999999,1065.12
1399,58,Female,One year,65.81,3685.36,No,No,56,No,Electronic check,No,65.81,3685.36
1400,30,Female,Month-to-month,69.9,3355.2,Yes,Fiber optic,48,Yes,Electronic check,Yes,69.89999999999999,0.0
1401,24,Female,One year,30.15,542.7,Yes,Fiber optic,18,No,Mailed check,No,30.150000000000002,542.7
1402,48,Female,Month-to-month,48.23,723.45,Yes,DSL,15,Yes,Mailed check,Yes,48.230000000000004,0.0
1403,57,Female,One year,72.6,3194.4,Yes,No,44,Yes,Credit card (automatic),No,72.60000000000001,3194.4
1404,50,Female,Month-to-month,59.28,2667.6,Yes,Fiber optic,45,Yes,Credit card (automatic),Yes,59.28,0.0
1405,54,Male,Month-to-month,38.13,1372.68,Yes,No,36,No,Electronic check,No,38.13,1372.68
1406,28,Male,Month-to-month,26.34,1053.6,No,Fiber optic,40,No,Mailed check,No,26.339999999999996,1053.6
1407,18,Female,Month-to-month,48.92,2494.92,No,DSL,51,Yes,Mailed check,No,48.92,2494.92
1408,62,Male,Month-to-month,53.44,1603.2,Yes,DSL,30,Yes,Credit card (automatic),Yes,53.440000000000005,0.0
1409,35,Female,Month-to-month,41.88,1088.88,No,DSL,26,No,Electronic check,No,41.88,1088.88
1410,36,Male,Two year,56.99,1766.69,No,Fiber optic,31,No,Bank transfer (automatic),No,56.99,1766.69
1411,59,Male,Month-to-month,63.56,3559.36,No,DSL,56,No,Mailed check,No,63.56,3559.36
1412,48,Male,One year,66.77,4072.97,No,Fiber optic,61,No,Electronic check,No,66.77,4072.97
1413,46,Female,Two year,26.93,457.81,No,DSL,17,Yes,Electronic check,No,26.93,457.81
1414,72,Male,Month-to-month,36.81,883.44,Yes,Fiber optic,24,No,Electronic check,No,36.81,883.44
1415,30,Female,One year,49.83,199.32,No,DSL,4,No,Mailed check,No,49.83,199.32
1416,53,Female,Month-to-month,64.82,583.38,No,Fiber optic,9,No,Bank transfer (automatic),Yes,64.82,0.0
1417,40,Female,Month-to-month,63.23,126.46,Yes,DSL,2,No,Credit card (automatic),No,63.23,126.46
1418,44,Male,Month-to-month,62.9,2201.5,No,Fiber optic,35,Yes,Bank transfer (automatic),No,62.9,2201.5
1419,62,Male,Two year,48.67,1849.46,No,DSL,38,Yes,Electronic check,No,48.67,1849.46
1420,47,Male,Month-to-month,49.49,2227.05,Yes,DSL,45,Yes,Mailed check,No,49.49,2227.05
1421,48,Female,Month-to-month,43.88,658.2,No,No,15,No,Mailed check,No,43.88,658.2
1422,56,Female,Month-to-month,68.75,2887.5,Yes,DSL,42,No,Bank transfer (automatic),No,68.75,2887.5
1423,34,Male,One year,41.42,124.26,No,No,3,Yes,Bank transfer (automatic),Yes,41.42,0.0
1424,27,Female,Month-to-month,70.46,2184.26,,No,31,Yes,Mailed check,No,70.46000000000001,2184.26
1425,24,Male,One year,58.11,3021.72,Yes,Fiber optic,52,No,Bank transfer (automatic),No,58.11,3021.72
1426,18,Male,One year,53.87,2208.67,No,Fiber optic,41,No,Credit card (automatic),No,53.870000000000005,2208.67
1427,70,Male,One year,44.83,2555.31,Yes,Fiber optic,57,Yes,Credit card (automatic),No,44.83,2555.31
1428,23,Male,Two year,36.36,1527.12,No,Fiber optic,42,No,Credit card (automatic),No,36.36,1527.12
1429,36,Female,One year,44.96,2382.88,No,Fiber optic,53,Yes,Electronic check,No,44.96,2382.88
1430,35,Male,Month-to-month,49.45,2769.2,No,,56,No,Bank transfer (automatic),No,49.449999999999996,2769.2
1431,44,Male,Month-to-month,26.82,1931.04,No,Fiber optic,72,Yes,Mailed check,No,26.82,1931.04
1432,52,Male,Month-to-month,51.46,2727.38,Yes,No,53,No,Electronic check,No,51.46,2727.38
1433,52,Male,Month-to-month,72.05,2305.6,No,DSL,32,No,Mailed check,Yes,72.05,0.0
1434,31,Male,Month-to-month,64.73,3495.42,No,Fiber optic,54,No,Bank transfer (automatic),No,64.73,3495.42
1435,37,Male,Month-to-month,47.05,1740.85,Yes,Fiber optic,37,Yes,Bank transfer (automatic),No,47.05,1740.85
1436,44,Male,Month-to-month,55.37,442.96,Yes,DSL,8,No,Electronic check,No,55.37,442.96
1437,36,Female,Two year,46.21,508.31,Yes,DSL,11,No,Electronic check,No,46.21,508.31
1438,64,Female,Month-to-month,57.09,3082.86,No,Fiber optic,54,No,Credit card (automatic),No,57.09,3082.86
1439,47,Female,Two year,86.66,5199.6,Yes,Fiber optic,60,Yes,Electronic check,Yes,86.66000000000001,0.0
1440,51,Female,Month-to-month,73.01,730.1,Yes,Fiber optic,10,No,Credit card (automatic),No,73.01,730.1
1441,49,Male,One year,63.83,4468.1,Yes,Fiber optic,70,Yes,Electronic check,No,63.830000000000005,4468.1
1442,57,Female,One year,47.09,1977.78,Yes,Fiber optic,42,No,Credit card (automatic),No,47.089999999999996,1977.78
1443,42,Female,Month-to-month,68.37,2529.69,No,No,37,Yes,Bank transfer (automatic),No,68.37,2529.69
1444,20,Female,Month-to-month,32.92,1909.36,No,DSL,58,Yes,Mailed check,Yes,32.92,0.0
1445,45,Male,Month-to-month,50.62,2986.58,No,Fiber optic,59,No,Bank transfer (automatic),No,50.62,2986.58
1446,30,Female,Month-to-month,65.05,1561.2,Yes,,24,Yes,Credit card (automatic),No,65.05,1561.2
1447,32,Female,Two year,68.18,1909.04,Yes,DSL,28,No,Bank transfer (automatic),No,68.17999999999999,1909.04
1448,48,Male,One year,66.75,2469.75,Yes,Fiber optic,37,No,Electronic check,Yes,66.75,0.0
1449,58,Female,Month-to-month,59.65,1252.65,No,Fiber optic,21,No,Electronic check,Yes,59.650000000000006,0.0
1450,40,Male,Month-to-month,51.48,1698.84,Yes,No,33,No,Mailed check,No,51.48,1698.84
1451,44,Female,Month-to-month,64.16,128.32,Yes,Fiber optic,2,Yes,Mailed check,Yes,64.16,0.0
1452,65,Male,Month-to-month,41.02,1148.56,No,Fiber optic,28,Yes,Bank transfer (automatic),No,41.019999999999996,1148.56
1453,43,Female,One year,42.38,635.7,No,DSL,15,Yes,Mailed check,No,42.38,635.7
1454,79,Female,Month-to-month,55.62,55.62,No,Fiber optic,1,Yes,Electronic check,Yes,55.62,0.0
1455,48,Female,Month-to-month,57.51,1610.28,No,Fiber optic,28,Yes,Electronic check,No,57.51,1610.28
1456,18,Male,Month-to-month,31.57,1578.5,No,Fiber optic,50,No,Electronic check,Yes,31.57,0.0
1457,51,Female,Month-to-month,62.59,2190.65,Yes,Fiber optic,35,No,Credit card (automatic),No,62.59,2190.65
1458,45,Male,One year,68.84,1927.52,Yes,Fiber optic,28,Yes,Credit card (automatic),No,68.84,1927.52
1459,59,Male,Month-to-month,53.35,480.15,Yes,DSL,9,Yes,Bank transfer (automatic),No,53.349999999999994,480.15
1460,50,Male,Two year,111.31,2671.44,No,Fiber optic,24,No,Credit card (automatic),No,111.31,2671.44
1461,37,Male,One year,44.48,2802.24,No,Fiber optic,63,Yes,Mailed check,No,44.48,2802.24
1462,21,Female,Month-to-month,48.99,195.96,No,DSL,4,Yes,Electronic check,No,48.99,195.96
1463,36,Female,Month-to-month,48.5,2716.0,No,DSL,56,Yes,Bank transfer (automatic),No,48.5,2716.0
1464,27,Female,One year,53.36,2187.76,Yes,No,41,Yes,Credit card (automatic),No,53.36000000000001,2187.76
1465,31,Male,Two year,49.47,3314.49,Yes,No,67,No,Bank transfer (automatic),No,49.47,3314.49
1466,48,Female,One year,35.8,1718.4,,DSL,48,No,Bank transfer (automatic),No,35.800000000000004,1718.4
1467,65,Male,Month-to-month,46.34,2687.72,Yes,Fiber optic,58,Yes,Mailed check,No,46.339999999999996,2687.72
1468,45,Male,Two year,53.02,2067.78,Yes,Fiber optic,39,No,Mailed check,No,53.02,2067.78
1469,22,Male,Month-to-month,78.93,1973.25,Yes,No,25,Yes,Mailed check,Yes,78.93,0.0
1470,46,Female,One year,105.71,6342.6,Yes,No,60,No,Bank transfer (automatic),No,105.71000000000001,6342.6
1471,57,Female,Two year,81.5,3830.5,Yes,Fiber optic,47,Yes,Bank transfer (automatic),No,81.5,3830.5
1472,30,Male,Month-to-month,43.27,2639.47,No,DSL,61,No,Mailed check,No,43.269999999999996,2639.47
1473,37,Female,Two year,44.31,1196.37,Yes,Fiber optic,27,No,Credit card (automatic),No,44.309999999999995,1196.37
1474,40,Female,Month-to-month,52.05,2186.1,Yes,Fiber optic,42,No,Electronic check,No,52.05,2186.1
1475,28,Male,Two year,93.26,4849.52,No,No,52,Yes,Mailed check,Yes,93.26,0.0
1476,49,Male,Month-to-month,51.95,2493.6,No,Fiber optic,48,No,Credit card (automatic),No,51.949999999999996,2493.6
1477,38,Female,Two year,36.66,1173.12,Yes,Fiber optic,32,No,Bank transfer (automatic),No,36.66,1173.12
1478,46,Male,Month-to-month,46.98,1127.52,Yes,Fiber optic,24,Yes,Bank transfer (automatic),No,46.98,1127.52
1479,26,Male,One year,68.52,205.56,No,DSL,3,Yes,Credit card (automatic),No,68.52,205.56
1480,33,Female,Month-to-month,67.15,1813.05,No,Fiber optic,27,Yes,Credit card (automatic),Yes,67.14999999999999,0.0
1481,50,Female,Month-to-month,51.42,2056.8,No,DSL,40,Yes,Bank transfer (automatic),Yes,51.42,0.0
1482,34,Male,Month-to-month,67.02,1541.46,Yes,Fiber optic,23,Yes,Bank transfer (automatic),No,67.02,1541.46
1483,65,Female,One year,27.61,193.27,No,Fiber optic,7,No,Bank transfer (automatic),No,27.610000000000003,193.27
1484,34,Male,Month-to-month,56.33,2084.21,Yes,No,37,Yes,Bank transfer (automatic),Yes,56.33,0.0
1485,43,Male,Month-to-month,70.68,494.76,No,No,7,Yes,Mailed check,No,70.67999999999999,494.76
1486,53,Female,Month-to-month,42.53,935.66,Yes,DSL,22,No,Bank transfer (automatic),No,42.53,935.66
1487,18,Male,Two year,42.48,722.16,No,DSL,17,Yes,Bank transfer (automatic),No,42.48,722.16
1488,18,Male,Month-to-month,31.19,592.61,Yes,Fiber optic,19,Yes,Credit card (automatic),No,31.19,592.61
1489,18,Male,Month-to-month,87.97,3430.83,No,Fiber optic,39,No,Credit card (automatic),Yes,87.97,0.0
1490,58,Female,Month-to-month,43.99,1583.64,No,No,36,No,Credit card (automatic),Yes,43.99,0.0
1491,31,Female,Month-to-month,58.69,880.35,Yes,DSL,15,Yes,Bank transfer (automatic),No,58.690000000000005,880.35
1492,78,Female,Month-to-month,65.44,4122.72,Yes,No,63,Yes,Credit card (automatic),No,65.44,4122.72
1493,31,Male,Month-to-month,85.94,2492.26,Yes,Fiber optic,29,No,Bank transfer (automatic),Yes,85.94000000000001,0.0
1494,42,Male,One year,52.13,3127.8,No,DSL,60,Yes,Bank transfer (automatic),No,52.13,3127.8
1495,63,Female,One year,46.44,2600.64,No,DSL,56,No,Credit card (automatic),No,46.44,2600.64
1496,70,Female,Month-to-month,57.51,2300.4,No,No,40,No,Electronic check,No,57.510000000000005,2300.4
1497,70,Female,Month-to-month,80.26,1284.16,No,Fiber optic,16,No,Mailed check,No,80.26,1284.16
1498,58,Male,One year,51.88,1712.04,No,No,33,Yes,Mailed check,No,51.879999999999995,1712.04
1499,55,Female,Month-to-month,41.0,656.0,Yes,Fiber optic,16,Yes,Electronic check,No,41.0,656.0
1500,48,Male,One year,34.39,1031.7,Yes,DSL,30,Yes,Electronic check,No,34.39,1031.7
1501,51,Female,Month-to-month,37.85,2498.1,No,Fiber optic,66,No,Bank transfer (automatic),No,37.85,2498.1
1502,31,Male,Month-to-month,70.76,3113.44,No,DSL,44,Yes,Credit card (automatic),No,70.76,3113.44
1503,27,Male,Month-to-month,49.59,1884.42,Yes,Fiber optic,38,Yes,Mailed check,No,49.59,1884.42
1504,39,Female,One year,45.5,2320.5,No,Fiber optic,51,No,Mailed check,No,45.5,2320.5
1505,37,Male,Month-to-month,44.04,2642.4,Yes,Fiber optic,60,Yes,Electronic check,Yes,44.04,0.0
1506,33,Female,Month-to-month,56.01,1008.18,Yes,Fiber optic,18,Yes,Credit card (automatic),No,56.01,1008.18
1507,50,Male,Month-to-month,50.81,254.05,Yes,DSL,5,No,Mailed check,No,50.81,254.05
1508,54,Male,One year,50.3,2012.0,Yes,DSL,40,No,Mailed check,No,50.3,2012.0
1509,41,Female,Two year,81.84,491.04,Yes,Fiber optic,6,No,Bank transfer (automatic),No,81.84,491.04
1510,62,Male,Month-to-month,86.61,1039.32,No,No,12,Yes,Bank transfer (automatic),Yes,86.61,0.0
1511,22,Female,Month-to-month,33.68,404.16,Yes,Fiber optic,12,Yes,Bank transfer (automatic),No,33.68,404.16
1512,37,Female,Two year,60.24,1325.28,No,Fiber optic,22,Yes,Mailed check,No,60.24,1325.28
1513,29,Female,Month-to-month,43.25,2119.25,,DSL,49,No,Mailed check,No,43.25,2119.25
1514,18,Male,Month-to-month,50.68,2534.0,No,Fiber optic,50,Yes,Bank transfer (automatic),No,50.68,2534.0
1515,38,Male,Month-to-month,59.91,239.64,Yes,Fiber optic,4,Yes,Bank transfer (automatic),No,59.91,239.64
1516,38,Male,One year,51.22,2561.0,No,Fiber optic,50,Yes,Credit card (automatic),No,51.22,2561.0
1517,62,Female,Month-to-month,58.51,175.53,No,Fiber optic,3,No,Mailed check,No,58.51,175.53
1518,49,Female,One year,66.81,1068.96,Yes,Fiber optic,16,Yes,Mailed check,No,66.81,1068.96
1519,24,Male,Month-to-month,59.64,834.96,Yes,Fiber optic,14,No,Electronic check,No,59.64,834.96
1520,67,Male,Month-to-month,44.97,2878.08,Yes,Fiber optic,64,Yes,Bank transfer (automatic),No,44.97,2878.08
1521,58,Female,One year,45.21,1853.61,No,DSL,41,No,Bank transfer (automatic),No,45.21,1853.61
1522,48,Male,Month-to-month,35.45,2410.6,Yes,Fiber optic,68,No,Bank transfer (automatic),No,35.449999999999996,2410.6
1523,36,Female,Month-to-month,42.26,2493.34,Yes,DSL,59,Yes,Mailed check,No,42.260000000000005,2493.34
1524,25,Male,One year,98.36,196.72,No,No,2,Yes,Credit card (automatic),No,98.36,196.72
1525,34,Female,One year,43.05,430.5,Yes,Fiber optic,10,No,Mailed check,Yes,43.05,0.0
1526,56,Male,One year,38.17,992.42,Yes,Fiber optic,26,No,Electronic check,Yes,38.17,0.0
1527,68,Male,Two year,60.1,240.4,No,No,4,Yes,Electronic check,No,60.1,240.4
1528,63,Female,One year,52.82,1478.96,Yes,No,28,No,Credit card (automatic),No,52.82,1478.96
1529,32,Female,Month-to-month,51.49,102.98,No,Fiber optic,2,No,Bank transfer (automatic),Yes,51.49,0.0
1530,23,Female,Month-to-month,83.32,5499.12,Yes,No,66,No,Electronic check,No,83.32,5499.12
1531,42,Male,One year,64.38,1030.08,No,DSL,16,Yes,Mailed check,Yes,64.38,0.0
1532,18,Female,Month-to-month,46.57,2654.49,No,No,57,No,Electronic check,No,46.56999999999999,2654.49
1533,44,Female,One year,48.07,1105.61,Yes,Fiber optic,23,Yes,Electronic check,No,48.06999999999999,1105.61
1534,37,Male,One year,46.96,1080.08,No,Fiber optic,23,Yes,Credit card (automatic),Yes,46.959999999999994,0.0
1535,33,Female,Month-to-month,70.98,1490.58,Yes,DSL,21,Yes,Credit card (automatic),No,70.97999999999999,1490.58
1536,18,Female,Two year,49.78,1244.5,No,No,25,No,Mailed check,No,49.78,1244.5
1537,47,Female,Month-to-month,31.88,1849.04,,DSL,58,No,Bank transfer (automatic),Yes,31.88,0.0
1538,32,Male,Month-to-month,53.81,1990.97,Yes,Fiber optic,37,No,Credit card (automatic),Yes,53.81,0.0
1539,22,Male,Two year,34.43,1687.07,Yes,Fiber optic,49,Yes,Credit card (automatic),No,34.43,1687.07
1540,18,Male,Month-to-month,105.14,1577.1,Yes,Fiber optic,15,Yes,Bank transfer (automatic),No,105.14,1577.1
1541,39,Female,Month-to-month,40.87,1144.36,No,Fiber optic,28,Yes,Electronic check,No,40.87,1144.36
1542,66,Male,Month-to-month,52.01,3484.67,Yes,Fiber optic,67,Yes,Mailed check,Yes,52.01,0.0
1543,64,Female,One year,59.0,236.0,No,Fiber optic,4,Yes,Mailed check,No,59.0,236.0
1544,33,Female,One year,50.07,2353.29,No,DSL,47,Yes,Electronic check,No,50.07,2353.29
1545,30,Female,One year,50.05,2502.5,Yes,Fiber optic,50,Yes,Bank transfer (automatic),No,50.05,2502.5
1546,47,Male,One year,61.96,3717.6,No,Fiber optic,60,Yes,Bank transfer (automatic),No,61.96,3717.6
1547,25,Male,Month-to-month,86.3,5350.6,Yes,No,62,No,Credit card (automatic),No,86.30000000000001,5350.6
1548,44,Female,One year,68.73,4604.91,No,Fiber optic,67,No,Bank transfer (automatic),No,68.73,4604.91
1549,51,Female,One year,85.08,6125.76,Yes,,72,No,Mailed check,No,85.08,6125.76
1550,58,Male,Month-to-month,199.45,1715.27,No,Fiber optic,43,No,Mailed check,No,39.89,1715.27
1551,38,Male,Month-to-month,60.05,3482.9,No,Fiber optic,58,Yes,Mailed check,No,60.050000000000004,3482.9
1552,36,Male,Two year,57.2,2974.4,Yes,DSL,52,No,Bank transfer (automatic),No,57.2,2974.4
1553,26,Female,One year,60.66,4185.54,No,Fiber optic,69,Yes,Electronic check,No,60.66,4185.54
1554,27,Male,One year,82.51,3795.46,No,DSL,46,No,Mailed check,No,82.51,3795.46
1555,36,Male,One year,51.1,1277.5,No,Fiber optic,25,Yes,Mailed check,No,51.1,1277.5
1556,45,Male,Month-to-month,48.34,1208.5,No,Fiber optic,25,No,Electronic check,No,48.34,1208.5
1557,53,Female,One year,64.08,2242.8,No,Fiber optic,35,No,Credit card (automatic),No,64.08,2242.8
1558,27,Male,Month-to-month,32.03,1953.83,Yes,No,61,No,Bank transfer (automatic),No,32.03,1953.83
1559,62,Female,Month-to-month,50.85,762.75,Yes,Fiber optic,15,Yes,Mailed check,No,50.85,762.75
1560,35,Female,One year,52.44,1835.4,No,Fiber optic,35,No,Bank transfer (automatic),No,52.440000000000005,1835.4
1561,39,Female,Month-to-month,41.43,1201.47,Yes,No,29,No,Mailed check,No,41.43,1201.47
1562,28,Male,One year,74.97,2848.86,Yes,DSL,38,No,Mailed check,Yes,74.97,0.0
1563,18,Male,Month-to-month,39.7,2739.3,No,DSL,69,No,Credit card (automatic),Yes,39.7,0.0
1564,53,Male,Month-to-month,52.42,1258.08,Yes,DSL,24,No,Electronic check,No,52.419999999999995,1258.08
1565,51,Female,Month-to-month,59.62,1132.78,No,Fiber optic,19,Yes,Electronic check,Yes,59.62,0.0
1566,35,Male,Month-to-month,81.94,3769.24,Yes,Fiber optic,46,Yes,Electronic check,No,81.94,3769.24
1567,41,Female,Month-to-month,54.43,2667.07,No,Fiber optic,49,No,Credit card (automatic),No,54.43000000000001,2667.07
1568,47,Male,Month-to-month,72.3,3181.2,No,DSL,44,Yes,Credit card (automatic),Yes,72.3,0.0
1569,18,Male,Two year,67.37,1751.62,No,DSL,26,No,Electronic check,No,67.36999999999999,1751.62
1570,32,Male,Month-to-month,56.66,1416.5,No,Fiber optic,25,No,Bank transfer (automatic),No,56.66,1416.5
1571,51,Male,Month-to-month,39.38,1378.3,Yes,DSL,35,No,Bank transfer (automatic),Yes,39.379999999999995,0.0
1572,21,Female,Month-to-month,35.5,1278.0,Yes,Fiber optic,36,No,Credit card (automatic),No,35.5,1278.0
1573,44,Female,One year,56.37,789.18,No,Fiber optic,14,Yes,Bank transfer (automatic),No,56.37,789.18
1574,19,Female,Month-to-month,46.39,2597.84,Yes,No,56,No,Electronic check,No,46.39,2597.84
1575,46,Female,One year,71.94,431.64,No,DSL,6,No,Mailed check,No,71.94,431.64
1576,39,Male,One year,68.29,2185.28,No,Fiber optic,32,Yes,Bank transfer (automatic),No,68.29,2185.28
1577,18,Female,Month-to-month,51.66,1343.16,Yes,Fiber optic,26,No,Electronic check,No,51.660000000000004,1343.16
1578,57,Female,Month-to-month,38.58,578.7,No,No,15,No,Electronic check,Yes,38.580000000000005,0.0
1579,28,Female,Two year,63.64,3118.36,No,No,49,Yes,Electronic check,No,63.64,3118.36
1580,27,Male,One year,201.14999999999998,2252.88,Yes,No,56,Yes,Bank transfer (automatic),No,40.230000000000004,2252.88
1581,43,Female,One year,43.49,1609.13,No,Fiber optic,37,No,Mailed check,Yes,43.49,0.0
1582,57,Female,Month-to-month,40.7,2157.1,No,Fiber optic,53,No,Bank transfer (automatic),No,40.699999999999996,2157.1
